Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000474140	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000371514	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000545173	1.0	2.0	0.0	0.0	0.0	1.0
ENST00000469137	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000217456	1.0	0.0	1.0	1.0	0.0	1.0
ENST00000356493	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000377069	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000395353	1.0	1.0	0.0	0.0	0.0	1.0
ENST00000261531	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000248451	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000295702	1.0	0.0	0.0	0.0	1.0	3.0
ENST00000314340	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000273480	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000219782	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000487519	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000351018	1.0	0.0	2.0	0.0	0.0	0.0
ENST00000368474	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000288723	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000219022	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000395388	1.0	0.0	0.0	0.0	0.0	4.0
ENST00000254719	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000255476	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000292432	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000219150	1.0	0.0	2.0	0.0	1.0	1.0
ENST00000439374	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000261866	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000368494	1.0	0.0	1.0	0.0	0.0	1.0
ENST00000377615	1.0	1.0	1.0	2.0	0.0	1.0
ENST00000400259	1.0	1.0	2.0	1.0	0.0	0.0
ENST00000375571	1.0	0.0	2.0	0.0	1.0	0.0
ENST00000536957	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000287169	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000495050	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000367651	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000633512	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000236147	1.0	1.0	2.0	0.0	2.0	3.0
ENST00000463783	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000262043	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000262428	1.0	1.0	2.0	1.0	0.0	1.0
ENST00000361189	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000257013	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000470633	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000588238	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000449291	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000369498	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000333070	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000453386	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000264710	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000299608	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000395443	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000299957	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000361193	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000261700	1.0	0.0	0.0	2.0	0.0	0.0
ENST00000357742	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000278520	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000308418	1.0	0.0	0.0	0.0	0.0	2.0
ENST00000324096	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000468812	1.0	5.0	6.0	4.0	5.0	2.0
ENST00000262225	1.0	1.0	0.0	0.0	2.0	1.0
ENST00000335007	1.0	2.0	1.0	0.0	0.0	0.0
ENST00000614328	1.0	1.0	2.0	0.0	0.0	0.0
ENST00000248929	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000321341	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000352732	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000221972	1.0	0.0	0.0	1.0	1.0	0.0
ENST00000492136	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000398319	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000302418	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000322764	1.0	0.0	2.0	3.0	1.0	0.0
ENST00000456329	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000316425	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000414487	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000423041	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000309983	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000029410	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000373887	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000411749	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000601764	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000558402	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000543927	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000549596	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000610881	1.0	0.0	0.0	1.0	1.0	1.0
ENST00000246071	1.0	0.0	0.0	2.0	0.0	1.0
ENST00000483977	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000300935	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000448733	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000449470	1.0	18.0	21.0	0.0	0.0	21.0
ENST00000484558	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000323534	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000569529	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000613606	1.0	1.0	1.0	1.0	1.0	1.0
ENST00000372969	1.0	1.0	0.0	0.0	1.0	2.0
ENST00000333188	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000221452	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000615744	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000361564	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000345097	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000243501	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000433867	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000438720	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000243918	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000296027	1.0	1.0	4.0	0.0	2.0	2.0
ENST00000588030	1.0	1.0	0.0	0.0	0.0	1.0
ENST00000357460	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000409785	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000315870	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000361682	1.0	0.0	0.0	2.0	0.0	0.0
ENST00000367577	1.0	1.0	2.0	0.0	0.0	1.0
ENST00000321331	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000263347	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000378364	1.0	0.0	1.0	0.0	3.0	1.0
ENST00000330927	1.0	1.0	0.0	1.0	4.0	0.0
ENST00000324774	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000618259	1.0	2.0	1.0	5.0	2.0	2.0
ENST00000356387	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000498166	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000377773	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000313368	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000623385	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000458587	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000265598	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000396052	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000300291	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000492381	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000267935	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000379834	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000381473	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000260443	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000381334	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000378852	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000518218	1.0	1.0	0.0	0.0	1.0	0.0
ENST00000394957	1.0	2.0	2.0	0.0	0.0	0.0
ENST00000337132	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000327304	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000587169	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000469361	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000373030	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000290231	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000528302	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000244020	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000358344	1.0	0.0	0.0	0.0	0.0	2.0
ENST00000629992	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000328739	1.0	0.0	1.0	3.0	3.0	0.0
ENST00000242465	1.0	3.0	4.0	3.0	8.0	5.0
ENST00000334348	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000585485	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000378578	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000345429	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000415996	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000373212	1.0	1.0	0.0	0.0	0.0	2.0
ENST00000542965	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000215739	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000379847	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000302017	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000287878	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000621943	1.0	0.0	0.0	1.0	0.0	1.0
ENST00000392509	1.0	1.0	0.0	1.0	0.0	0.0
ENST00000473373	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000215565	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000450053	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000322030	1.0	0.0	1.0	2.0	0.0	1.0
ENST00000422365	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000528911	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000322028	1.0	0.0	0.0	1.0	0.0	1.0
ENST00000488602	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000247270	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000438306	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000393695	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000369367	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000504771	1.0	0.0	0.0	0.0	0.0	3.0
ENST00000225525	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000475678	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000456013	1.0	1.0	0.0	0.0	0.0	2.0
ENST00000392750	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000397276	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000367723	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000238831	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000539919	1.0	1.0	2.0	0.0	1.0	1.0
ENST00000338754	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000381072	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000313511	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000361781	1.0	1.0	0.0	0.0	0.0	1.0
ENST00000518206	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000367929	1.0	0.0	2.0	0.0	0.0	0.0
ENST00000486500	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000258991	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000262133	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000264167	1.0	0.0	0.0	0.0	1.0	1.0
ENST00000503970	1.0	0.0	0.0	0.0	1.0	1.0
ENST00000198536	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000619717	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000368010	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000376440	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000262613	1.0	0.0	1.0	0.0	1.0	1.0
ENST00000552215	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000233468	1.0	0.0	1.0	1.0	0.0	1.0
ENST00000614445	1.0	0.0	0.0	0.0	2.0	0.0
ENST00000264192	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000318008	1.0	1.0	0.0	0.0	0.0	1.0
ENST00000282344	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000373715	1.0	1.0	1.0	1.0	0.0	0.0
ENST00000295414	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000534507	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000513654	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000515837	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000472013	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000282388	1.0	2.0	0.0	0.0	3.0	2.0
ENST00000375446	1.0	2.0	0.0	0.0	1.0	0.0
ENST00000370110	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000381774	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000253048	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000374213	1.0	2.0	1.0	1.0	0.0	2.0
ENST00000432126	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000337318	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000610426	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000261434	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000361757	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000494263	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000612130	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000025301	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000327827	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000306071	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000443213	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000302979	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000356892	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000261739	1.0	0.0	1.0	0.0	1.0	0.0
ENST00000490820	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000409140	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000246069	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000240922	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000588981	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000328114	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000597186	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000550347	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000375799	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000401088	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000344843	1.0	0.0	1.0	0.0	1.0	1.0
ENST00000332598	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000294800	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000374078	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000407360	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000511319	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000354161	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000309033	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000477528	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000225394	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000229270	1.0	1.0	2.0	1.0	0.0	1.0
ENST00000281031	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000371160	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000460218	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000371443	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000348035	1.0	0.0	3.0	1.0	2.0	0.0
ENST00000304414	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000263754	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000485101	1.0	0.0	1.0	0.0	0.0	1.0
ENST00000469535	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000331434	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000306077	1.0	3.0	0.0	0.0	0.0	0.0
ENST00000530374	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000436233	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000267103	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000336735	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000519676	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000336156	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000591515	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000616316	1.0	0.0	1.0	0.0	1.0	2.0
ENST00000600932	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000270460	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000496419	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000426016	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000372718	1.0	1.0	0.0	1.0	0.0	1.0
ENST00000373913	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000536889	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000241356	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000312515	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000331268	1.0	0.0	2.0	0.0	1.0	0.0
ENST00000352690	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000381192	1.0	0.0	0.0	2.0	1.0	0.0
ENST00000307363	1.0	0.0	1.0	0.0	2.0	0.0
ENST00000369709	1.0	0.0	3.0	0.0	0.0	1.0
ENST00000369795	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000274606	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000262866	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000219169	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000474953	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000263657	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000611786	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000296930	1.0	3.0	0.0	0.0	0.0	1.0
ENST00000288943	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000307641	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000228495	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000368737	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000248633	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000303694	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000400534	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000337304	1.0	0.0	0.0	0.0	1.0	0.0
ENST00000409520	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000397901	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000246115	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000422046	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000544096	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000310958	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000511181	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000502506	1.0	0.0	2.0	1.0	0.0	0.0
ENST00000584895	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000335890	1.0	2.0	0.0	2.0	1.0	0.0
ENST00000393703	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000372521	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000372830	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000344095	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000373600	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000253047	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000233627	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000372014	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000558931	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000395797	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000487350	1.0	0.0	1.0	0.0	0.0	1.0
ENST00000334828	1.0	0.0	0.0	1.0	2.0	2.0
ENST00000295958	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000252594	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000322347	1.0	0.0	1.0	2.0	3.0	1.0
ENST00000252602	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000460901	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000355057	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000575671	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000371442	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000371437	1.0	2.0	1.0	0.0	1.0	0.0
ENST00000321358	1.0	0.0	0.0	0.0	0.0	1.0
ENST00000397967	1.0	1.0	1.0	0.0	1.0	0.0
ENST00000261965	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000303575	1.0	0.0	0.0	1.0	0.0	1.0
ENST00000256398	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000622937	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000391833	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000361092	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000426263	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000347785	1.0	0.0	3.0	0.0	1.0	0.0
ENST00000460307	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000400202	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000273853	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000242719	1.0	1.0	1.0	0.0	0.0	0.0
ENST00000560013	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000237455	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000268459	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000443552	1.0	1.0	2.0	3.0	2.0	3.0
ENST00000410111	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000444775	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000320868	0.0	15.0	12.0	18.0	20.0	17.0
ENST00000418495	0.0	14.0	0.0	16.0	0.0	0.0
ENST00000442960	0.0	14.0	1.0	9.0	0.0	4.0
ENST00000361575	0.0	12.0	0.0	0.0	0.0	20.0
ENST00000584164	0.0	11.0	15.0	7.0	14.0	9.0
ENST00000589913	0.0	8.0	0.0	0.0	0.0	0.0
ENST00000512737	0.0	5.0	0.0	1.0	0.0	0.0
ENST00000481009	0.0	5.0	2.0	4.0	9.0	4.0
ENST00000420846	0.0	5.0	0.0	0.0	0.0	0.0
ENST00000409887	0.0	5.0	3.0	1.0	2.0	1.0
ENST00000382689	0.0	4.0	0.0	0.0	0.0	0.0
ENST00000546500	0.0	4.0	1.0	4.0	2.0	2.0
ENST00000261623	0.0	4.0	1.0	2.0	0.0	2.0
ENST00000368733	0.0	4.0	4.0	0.0	4.0	4.0
ENST00000383329	0.0	4.0	0.0	0.0	0.0	3.0
ENST00000460732	0.0	4.0	0.0	0.0	0.0	0.0
ENST00000392122	0.0	4.0	1.0	0.0	0.0	1.0
ENST00000445816	0.0	4.0	0.0	0.0	1.0	4.0
ENST00000354359	0.0	3.0	5.0	0.0	0.0	0.0
ENST00000475634	0.0	3.0	0.0	1.0	3.0	0.0
ENST00000534624	0.0	3.0	3.0	1.0	2.0	2.0
ENST00000216181	0.0	3.0	4.0	0.0	1.0	0.0
ENST00000490191	0.0	3.0	0.0	1.0	3.0	0.0
ENST00000383564	0.0	3.0	0.0	1.0	2.0	2.0
ENST00000454682	0.0	3.0	0.0	0.0	2.0	0.0
ENST00000261416	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000258424	0.0	3.0	0.0	2.0	3.0	0.0
ENST00000463232	0.0	3.0	0.0	1.0	3.0	0.0
ENST00000218758	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000374202	0.0	3.0	0.0	2.0	0.0	1.0
ENST00000309100	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000299421	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000358666	0.0	3.0	0.0	0.0	1.0	0.0
ENST00000291568	0.0	3.0	1.0	1.0	1.0	1.0
ENST00000260402	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000470852	0.0	3.0	0.0	1.0	3.0	0.0
ENST00000262061	0.0	3.0	0.0	0.0	0.0	1.0
ENST00000579820	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000615655	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000409760	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000262435	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000339995	0.0	3.0	0.0	1.0	0.0	0.0
ENST00000252818	0.0	3.0	2.0	0.0	0.0	0.0
ENST00000461584	0.0	3.0	0.0	1.0	3.0	0.0
ENST00000619695	0.0	3.0	0.0	0.0	0.0	1.0
ENST00000613516	0.0	3.0	0.0	0.0	0.0	0.0
ENST00000310999	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000342274	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000267953	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000229390	0.0	2.0	2.0	0.0	1.0	0.0
ENST00000367091	0.0	2.0	0.0	0.0	0.0	2.0
ENST00000288828	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000295408	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000326294	0.0	2.0	1.0	1.0	0.0	0.0
ENST00000376509	0.0	2.0	2.0	0.0	0.0	0.0
ENST00000346234	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000371806	0.0	2.0	2.0	3.0	3.0	0.0
ENST00000347635	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000392133	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000297591	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000373953	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000355338	0.0	2.0	0.0	0.0	0.0	3.0
ENST00000262947	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000237858	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000369026	0.0	2.0	0.0	1.0	0.0	1.0
ENST00000164247	0.0	2.0	0.0	3.0	0.0	1.0
ENST00000457261	0.0	2.0	0.0	0.0	0.0	2.0
ENST00000309971	0.0	2.0	0.0	0.0	0.0	2.0
ENST00000361871	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000263239	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000309890	0.0	2.0	0.0	0.0	1.0	0.0
ENST00000464240	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000361779	0.0	2.0	1.0	1.0	1.0	0.0
ENST00000325795	0.0	2.0	0.0	0.0	1.0	0.0
ENST00000336032	0.0	2.0	2.0	2.0	1.0	2.0
ENST00000439977	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000372546	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000361427	0.0	2.0	2.0	2.0	4.0	0.0
ENST00000534025	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000441297	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000339600	0.0	2.0	0.0	2.0	1.0	1.0
ENST00000491560	0.0	2.0	0.0	2.0	1.0	0.0
ENST00000359365	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000447282	0.0	2.0	0.0	1.0	0.0	0.0
ENST00000279281	0.0	2.0	0.0	0.0	0.0	1.0
ENST00000618539	0.0	2.0	1.0	0.0	1.0	0.0
ENST00000373109	0.0	2.0	0.0	0.0	3.0	0.0
ENST00000378720	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000412770	0.0	2.0	1.0	0.0	0.0	0.0
