Reference	C1	C2	C3	IR1	IR2	IR3
ENST00000296933	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000556808	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000368399	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000173527	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000544017	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000445439	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000340368	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000614775	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000340385	0.0	0.0	0.0	1.0	2.0	1.0
ENST00000253023	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000245304	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000254528	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000618852	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262577	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000319562	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000301998	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000328980	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000324432	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000263228	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000226279	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000553851	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000232607	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000381342	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000367188	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000416904	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000303562	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000551568	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000273062	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000388854	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000532338	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000602402	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000345990	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000257604	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000533400	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000599962	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000339486	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000509791	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000417856	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000356404	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000243563	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000337554	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000371335	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000298537	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000337338	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000260247	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000369923	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262768	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000399848	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000409458	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000426333	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000372874	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000482975	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000373019	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000337673	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000347364	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000394456	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000586025	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000227322	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000274217	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000264444	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000451963	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000553645	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000357668	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000537553	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000418807	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000361952	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000400198	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000497424	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000451315	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000317943	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000488127	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000453372	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000504366	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000399837	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000225983	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000607016	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000393207	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000569236	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000611509	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000288266	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000332556	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000359151	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000337537	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000357164	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000231238	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000597597	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000254998	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000297185	0.0	0.0	0.0	1.0	2.0	1.0
ENST00000569430	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000295640	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000256079	0.0	0.0	0.0	1.0	2.0	0.0
ENST00000370053	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000379953	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000305786	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000297991	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000359943	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000368858	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000355528	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000310806	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000494426	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000431390	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000474926	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000473485	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000489698	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000271877	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000370580	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000040738	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000252485	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000322354	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000554659	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000506974	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000361565	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000505907	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393232	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000238477	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000593360	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000557943	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000377294	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000260641	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000330579	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000498095	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000211287	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000304834	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000396600	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000280557	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000428304	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000239878	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000254616	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262013	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000617979	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000612353	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000269143	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000483099	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000302746	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000336577	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000361298	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000295087	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000326153	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000333503	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000396930	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000265371	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000314355	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000303436	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000489274	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000323816	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000528790	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000303531	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000548462	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000628937	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000279839	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000549578	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000617343	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000633490	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000306984	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000375749	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000262146	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000245539	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000320717	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000260746	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000607778	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000626088	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000304658	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000344300	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000241052	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000261714	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000605847	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000304895	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000401779	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000399312	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000397981	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000283928	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000307366	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000331457	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000396591	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000273968	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000435881	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000577571	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000428216	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000276570	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000466788	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000394518	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000490164	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000296370	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000540353	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000395473	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000487832	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000428183	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000323716	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000324198	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000288050	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000405315	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000218032	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000620771	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000360184	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000544944	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000248553	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000395468	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000375299	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000396751	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000366855	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000319942	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000263256	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000517311	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000537087	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000369075	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000269886	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000351424	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000319194	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000257857	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000486749	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000289119	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000546318	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000481195	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000477168	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000413728	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000392088	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000391898	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000244763	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000521425	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000558273	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000379441	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000509736	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000301244	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000615540	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000317568	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000265339	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000292591	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000258739	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000482808	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000263401	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000264474	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000317361	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000567435	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000491614	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000288071	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000627585	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000366862	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000025008	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000443035	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000597436	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000545606	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000508906	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000328709	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000264161	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000005386	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000327300	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000256379	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000369144	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000210444	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000324103	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000361574	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000219794	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000398600	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000407479	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000540708	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000399935	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000452423	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000334982	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000366932	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000261879	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000339020	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000327772	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000473515	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000337907	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000307301	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000197268	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000402255	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000382753	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000480686	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000378669	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000587502	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000435505	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000372070	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000372677	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000613719	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000230449	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000374900	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000422447	0.0	0.0	0.0	1.0	2.0	0.0
ENST00000370767	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000515098	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000226574	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000521420	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000357503	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000381154	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000383126	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000419276	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000381346	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000478068	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000373271	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000381627	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000297258	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000404459	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000324679	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000264819	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000399450	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000612549	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000323037	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000511600	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000273814	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000322536	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000564349	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000479748	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000565678	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000338758	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000515578	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000373491	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000226105	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000339865	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000331340	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000339364	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000534294	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000339711	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000520220	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000579334	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000281017	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000301671	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393408	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000361272	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000328969	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000526755	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000243346	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000399069	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000541778	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000350697	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000565683	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000381323	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000285071	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000382952	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000299638	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000300648	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000535757	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000434813	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000436427	0.0	0.0	0.0	1.0	1.0	0.0
ENST00000451682	0.0	0.0	0.0	1.0	0.0	2.0
ENST00000544802	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000393099	0.0	0.0	0.0	0.0	33.0	0.0
ENST00000467531	0.0	0.0	0.0	0.0	19.0	16.0
ENST00000457554	0.0	0.0	0.0	0.0	14.0	0.0
ENST00000435882	0.0	0.0	0.0	0.0	8.0	0.0
ENST00000272298	0.0	0.0	0.0	0.0	4.0	3.0
ENST00000366813	0.0	0.0	0.0	0.0	4.0	2.0
ENST00000611185	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000564644	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000328379	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000265462	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000244741	0.0	0.0	0.0	0.0	3.0	0.0
ENST00000263368	0.0	0.0	0.0	0.0	3.0	1.0
ENST00000398733	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000345358	0.0	0.0	0.0	0.0	2.0	1.0
ENST00000562988	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000450361	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000230085	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000336615	0.0	0.0	0.0	0.0	2.0	1.0
ENST00000484616	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000399075	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000434471	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000565932	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000601675	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000497571	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000216297	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000284202	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000303319	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000381140	0.0	0.0	0.0	0.0	2.0	1.0
ENST00000282096	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000464624	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000368884	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000216160	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000250896	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000588992	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000290551	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000268607	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000336053	0.0	0.0	0.0	0.0	2.0	3.0
ENST00000328923	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000373493	0.0	0.0	0.0	0.0	2.0	2.0
ENST00000358901	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000265138	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000389120	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000409293	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000301729	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000268717	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000359435	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000336431	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000368107	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000244227	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000569591	0.0	0.0	0.0	0.0	2.0	1.0
ENST00000268638	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000314088	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000359635	0.0	0.0	0.0	0.0	2.0	1.0
ENST00000569795	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000353258	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000266544	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000466405	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000418310	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000324685	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000233630	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000264718	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000483763	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000276390	0.0	0.0	0.0	0.0	1.0	1.0
ENST00000609618	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000379066	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000396049	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000225844	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000368063	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000495973	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000471550	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000369762	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000325083	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000436063	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000359015	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000394295	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000290130	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000296577	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000258648	0.0	0.0	0.0	0.0	1.0	1.0
ENST00000215838	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000610527	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000361547	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000595396	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000328834	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000299492	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000523771	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000362003	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000410080	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000369842	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000307637	0.0	0.0	0.0	0.0	1.0	1.0
ENST00000559798	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000508069	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000241704	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000429722	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000520964	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000460120	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000395762	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000216117	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000335815	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000361217	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000280326	0.0	0.0	0.0	0.0	1.0	1.0
ENST00000361006	0.0	0.0	0.0	0.0	1.0	0.0
